Date,Market_Freight_Rate_USD_per_Tonne
2015-01-15 01:26:05,12.44
2015-01-15 03:21:46,13.0
2015-01-15 05:17:28,12.44
2015-01-15 07:13:09,12.32
2015-01-15 09:08:51,12.49
2015-01-15 11:04:32,12.89
2015-01-15 13:00:14,12.46
2015-01-15 14:55:55,12.21
2015-01-15 16:51:37,12.81
2015-01-15 18:47:18,12.54
2015-01-15 20:43:00,12.99
2015-01-15 22:38:41,12.44
2015-01-16 00:34:23,11.91
2015-01-16 02:30:04,11.85
2015-01-16 04:25:46,13.06
2015-01-16 06:21:27,13.09
2015-01-16 08:17:09,12.33
2015-01-16 10:12:50,12.24
2015-01-16 12:08:32,12.98
2015-01-16 14:04:13,11.95
2015-01-16 15:59:55,12.04
2015-01-16 17:55:36,12.65
2015-01-16 19:51:18,12.24
2015-01-16 21:46:59,12.4
2015-01-16 23:42:41,12.33
2015-01-17 01:38:22,12.56
2015-01-17 03:34:04,12.99
2015-01-17 05:29:45,12.46
2015-01-17 07:25:27,12.68
2015-01-17 09:21:09,11.6
2015-01-17 11:16:50,12.4
2015-01-17 13:12:32,12.09
2015-01-17 15:08:13,11.94
2015-01-17 17:03:55,12.07
2015-01-17 18:59:36,12.29
2015-01-17 20:55:18,12.79
2015-01-17 22:50:59,11.89
2015-01-18 00:46:41,12.46
2015-01-18 02:42:22,12.26
2015-01-18 04:38:04,12.32
2015-01-18 06:33:45,12.85
2015-01-18 08:29:27,12.66
2015-01-18 10:25:08,12.98
2015-01-18 12:20:50,12.39
2015-01-18 14:16:31,12.17
2015-01-18 16:12:13,12.36
2015-01-18 18:07:54,12.55
2015-01-18 20:03:36,12.52
2015-01-18 21:59:17,12.01
2015-01-18 23:54:59,12.48
2015-01-19 01:50:40,12.57
2015-01-19 03:46:22,13.48
2015-01-19 05:42:03,13.23
2015-01-19 07:37:45,12.13
2015-01-19 09:33:26,12.36
2015-01-19 11:29:08,11.89
2015-01-19 13:24:49,12.24
2015-01-19 15:20:31,12.6
2015-01-19 17:16:12,12.96
2015-01-19 19:11:54,12.18
2015-01-19 21:07:35,12.21
2015-01-19 23:03:17,11.62
2015-01-20 00:58:59,12.43
2015-01-20 02:54:40,12.07
2015-01-20 04:50:22,12.29
2015-01-20 06:46:03,12.15
2015-01-20 08:41:45,12.46
2015-01-20 10:37:26,11.8
2015-01-20 12:33:08,11.91
2015-01-20 14:28:49,13.35
2015-01-20 16:24:31,11.98
2015-01-20 18:20:12,12.06
2015-01-20 20:15:54,13.23
2015-01-20 22:11:35,13.66
2015-01-21 00:07:17,12.06
2015-01-21 02:02:58,12.38
2015-01-21 03:58:40,12.66
2015-01-21 05:54:21,13.22
2015-01-21 07:50:03,12.13
2015-01-21 09:45:44,12.43
2015-01-21 11:41:26,12.84
2015-01-21 13:37:07,12.7
2015-01-21 15:32:49,12.37
2015-01-21 17:28:30,12.47
2015-01-21 19:24:12,11.98
2015-01-21 21:19:53,12.43
2015-01-21 23:15:35,12.42
2015-01-22 01:11:16,12.64
2015-01-22 03:06:58,12.33
2015-01-22 05:02:39,12.74
2015-01-22 06:58:21,12.96
2015-01-22 08:54:02,12.61
2015-01-22 10:49:44,12.69
2015-01-22 12:45:25,12.57
2015-01-22 14:41:07,12.55
2015-01-22 16:36:49,12.26
2015-01-22 18:32:30,12.68
2015-01-22 20:28:12,12.51
2015-01-22 22:23:53,13.39
2015-01-23 00:19:35,13.2
2015-01-23 02:15:16,12.73
2015-01-23 04:10:58,12.27
2015-01-23 06:06:39,12.13
2015-01-23 08:02:21,13.05
2015-01-23 09:58:02,12.68
2015-01-23 11:53:44,12.77
2015-01-23 13:49:25,11.88
2015-01-23 15:45:07,12.95
2015-01-23 17:40:48,12.76
2015-01-23 19:36:30,12.13
2015-01-23 21:32:11,12.39
2015-01-23 23:27:53,12.68
2015-01-24 01:23:34,12.62
2015-01-24 03:19:16,12.48
2015-01-24 05:14:57,12.56
2015-01-24 07:10:39,12.5
2015-01-24 09:06:20,12.66
2015-01-24 11:02:02,13.19
2015-01-24 12:57:43,11.57
2015-01-24 14:53:25,12.51
2015-01-24 16:49:06,12.67
2015-01-24 18:44:48,12.72
2015-01-24 20:40:29,12.45
2015-01-24 22:36:11,11.9
2015-01-25 00:31:52,12.76
2015-01-25 02:27:34,13.32
2015-01-25 04:23:15,12.01
2015-01-25 06:18:57,12.97
2015-01-25 08:14:38,12.49
2015-01-25 10:10:20,12.6
2015-01-25 12:06:02,12.2
2015-01-25 14:01:43,12.49
2015-01-25 15:57:25,13.14
2015-01-25 17:53:06,12.86
2015-01-25 19:48:48,13.32
2015-01-25 21:44:29,13.1
2015-01-25 23:40:11,12.8
2015-01-26 01:35:52,13.35
2015-01-26 03:31:34,12.82
2015-01-26 05:27:15,12.98
2015-01-26 07:22:57,12.53
2015-01-26 09:18:38,12.68
2015-01-26 11:14:20,12.37
2015-01-26 13:10:01,13.05
2015-01-26 15:05:43,12.18
2015-01-26 17:01:24,12.96
2015-01-26 18:57:06,12.57
2015-01-26 20:52:47,13.12
2015-01-26 22:48:29,12.95
2015-01-27 00:44:10,13.4
2015-01-27 02:39:52,12.97
2015-01-27 04:35:33,12.04
2015-01-27 06:31:15,12.65
2015-01-27 08:26:56,12.2
2015-01-27 10:22:38,12.47
2015-01-27 12:18:19,13.28
2015-01-27 14:14:01,12.93
2015-01-27 16:09:42,12.39
2015-01-27 18:05:24,12.27
2015-01-27 20:01:05,12.69
2015-01-27 21:56:47,12.19
2015-01-27 23:52:28,12.41
2015-01-28 01:48:10,12.82
2015-01-28 03:43:52,13.16
2015-01-28 05:39:33,12.94
2015-01-28 07:35:15,11.78
2015-01-28 09:30:56,12.82
2015-01-28 11:26:38,12.73
2015-01-28 13:22:19,12.86
2015-01-28 15:18:01,13.34
2015-01-28 17:13:42,11.87
2015-01-28 19:09:24,12.46
2015-01-28 21:05:05,12.93
2015-01-28 23:00:47,12.07
2015-01-29 00:56:28,13.31
2015-01-29 02:52:10,12.87
2015-01-29 04:47:51,13.06
2015-01-29 06:43:33,12.49
2015-01-29 08:39:14,13.05
2015-01-29 10:34:56,13.15
2015-01-29 12:30:37,12.81
2015-01-29 14:26:19,12.82
2015-01-29 16:22:00,12.83
2015-01-29 18:17:42,12.38
2015-01-29 20:13:23,12.66
2015-01-29 22:09:05,12.66
2015-01-30 00:04:46,12.9
2015-01-30 02:00:28,13.15
2015-01-30 03:56:09,12.32
2015-01-30 05:51:51,12.7
2015-01-30 07:47:32,13.34
2015-01-30 09:43:14,12.45
2015-01-30 11:38:55,12.42
2015-01-30 13:34:37,12.83
2015-01-30 15:30:18,13.08
2015-01-30 17:26:00,12.75
2015-01-30 19:21:42,13.28
2015-01-30 21:17:23,13.09
2015-01-30 23:13:05,13.08
2015-01-31 01:08:46,12.99
2015-01-31 03:04:28,13.7
2015-01-31 05:00:09,12.69
2015-01-31 06:55:51,11.97
2015-01-31 08:51:32,13.41
2015-01-31 10:47:14,12.59
2015-01-31 12:42:55,12.81
2015-01-31 14:38:37,13.29
2015-01-31 16:34:18,12.13
2015-01-31 18:30:00,12.27
2015-01-31 20:25:41,12.13
2015-01-31 22:21:23,12.45
2015-02-01 00:17:04,12.97
2015-02-01 02:12:46,13.0
2015-02-01 04:08:27,12.9
2015-02-01 06:04:09,12.23
2015-02-01 07:59:50,11.87
2015-02-01 09:55:32,12.81
2015-02-01 11:51:13,12.6
2015-02-01 13:46:55,12.98
2015-02-01 15:42:36,13.07
2015-02-01 17:38:18,12.85
2015-02-01 19:33:59,13.1
2015-02-01 21:29:41,12.88
2015-02-01 23:25:22,13.0
2015-02-02 01:21:04,12.53
2015-02-02 03:16:45,12.74
2015-02-02 05:12:27,12.89
2015-02-02 07:08:08,13.14
2015-02-02 09:03:50,12.66
2015-02-02 10:59:31,13.02
2015-02-02 12:55:13,12.71
2015-02-02 14:50:55,12.77
2015-02-02 16:46:36,13.15
2015-02-02 18:42:18,12.02
2015-02-02 20:37:59,12.3
2015-02-02 22:33:41,12.22
2015-02-03 00:29:22,11.9
2015-02-03 02:25:04,12.57
2015-02-03 04:20:45,13.14
2015-02-03 06:16:27,12.72
2015-02-03 08:12:08,12.92
2015-02-03 10:07:50,13.27
2015-02-03 12:03:31,13.37
2015-02-03 13:59:13,12.81
2015-02-03 15:54:54,13.38
2015-02-03 17:50:36,12.87
2015-02-03 19:46:17,12.5
2015-02-03 21:41:59,12.6
2015-02-03 23:37:40,12.25
2015-02-04 01:33:22,12.51
2015-02-04 03:29:03,12.72
2015-02-04 05:24:45,13.18
2015-02-04 07:20:26,13.55
2015-02-04 09:16:08,12.31
2015-02-04 11:11:49,13.02
2015-02-04 13:07:31,12.44
2015-02-04 15:03:12,13.05
2015-02-04 16:58:54,12.81
2015-02-04 18:54:35,12.13
2015-02-04 20:50:17,13.23
2015-02-04 22:45:58,12.62
2015-02-05 00:41:40,12.67
2015-02-05 02:37:21,12.46
2015-02-05 04:33:03,12.62
2015-02-05 06:28:45,13.05
2015-02-05 08:24:26,12.81
2015-02-05 10:20:08,13.01
2015-02-05 12:15:49,13.03
2015-02-05 14:11:31,13.41
2015-02-05 16:07:12,12.75
2015-02-05 18:02:54,12.29
2015-02-05 19:58:35,13.31
2015-02-05 21:54:17,12.75
2015-02-05 23:49:58,13.33
2015-02-06 01:45:40,13.06
2015-02-06 03:41:21,12.85
2015-02-06 05:37:03,13.04
2015-02-06 07:32:44,13.69
2015-02-06 09:28:26,13.74
2015-02-06 11:24:07,12.93
2015-02-06 13:19:49,12.97
2015-02-06 15:15:30,13.34
2015-02-06 17:11:12,12.57
2015-02-06 19:06:53,13.04
2015-02-06 21:02:35,12.89
2015-02-06 22:58:16,13.03
2015-02-07 00:53:58,12.59
2015-02-07 02:49:39,12.29
2015-02-07 04:45:21,12.1
2015-02-07 06:41:02,12.48
2015-02-07 08:36:44,12.74
2015-02-07 10:32:25,12.81
2015-02-07 12:28:07,13.7
2015-02-07 14:23:48,13.37
2015-02-07 16:19:30,12.54
2015-02-07 18:15:11,13.07
2015-02-07 20:10:53,12.76
2015-02-07 22:06:34,12.81
2015-02-08 00:02:16,13.02
2015-02-08 01:57:58,13.2
2015-02-08 03:53:39,12.81
2015-02-08 05:49:21,13.37
2015-02-08 07:45:02,12.49
2015-02-08 09:40:44,12.95
2015-02-08 11:36:25,13.99
2015-02-08 13:32:07,13.04
2015-02-08 15:27:48,13.52
2015-02-08 17:23:30,12.99
2015-02-08 19:19:11,13.18
2015-02-08 21:14:53,12.93
2015-02-08 23:10:34,12.88
2015-02-09 01:06:16,12.66
2015-02-09 03:01:57,13.14
2015-02-09 04:57:39,12.63
2015-02-09 06:53:20,13.24
2015-02-09 08:49:02,13.4
2015-02-09 10:44:43,13.12
2015-02-09 12:40:25,12.86
2015-02-09 14:36:06,13.15
2015-02-09 16:31:48,12.85
2015-02-09 18:27:29,13.34
2015-02-09 20:23:11,12.24
2015-02-09 22:18:52,12.84
2015-02-10 00:14:34,12.19
2015-02-10 02:10:15,12.39
2015-02-10 04:05:57,13.54
2015-02-10 06:01:38,13.35
2015-02-10 07:57:20,12.7
2015-02-10 09:53:01,12.39
2015-02-10 11:48:43,11.81
2015-02-10 13:44:24,12.77
2015-02-10 15:40:06,13.96
2015-02-10 17:35:48,13.16
2015-02-10 19:31:29,12.77
2015-02-10 21:27:11,13.18
2015-02-10 23:22:52,12.37
2015-02-11 01:18:34,12.89
2015-02-11 03:14:15,13.05
2015-02-11 05:09:57,12.98
2015-02-11 07:05:38,13.33
2015-02-11 09:01:20,13.15
2015-02-11 10:57:01,13.28
2015-02-11 12:52:43,12.74
2015-02-11 14:48:24,13.37
2015-02-11 16:44:06,13.66
2015-02-11 18:39:47,12.62
2015-02-11 20:35:29,12.66
2015-02-11 22:31:10,13.55
2015-02-12 00:26:52,12.96
2015-02-12 02:22:33,13.59
2015-02-12 04:18:15,12.86
2015-02-12 06:13:56,13.61
2015-02-12 08:09:38,13.08
2015-02-12 10:05:19,13.14
2015-02-12 12:01:01,13.66
2015-02-12 13:56:42,12.89
2015-02-12 15:52:24,12.66
2015-02-12 17:48:05,12.85
2015-02-12 19:43:47,13.21
2015-02-12 21:39:28,12.41
2015-02-12 23:35:10,13.29
2015-02-13 01:30:51,12.84
2015-02-13 03:26:33,13.51
2015-02-13 05:22:14,12.09
2015-02-13 07:17:56,12.74
2015-02-13 09:13:38,12.38
2015-02-13 11:09:19,12.72
2015-02-13 13:05:01,13.15
2015-02-13 15:00:42,12.98
2015-02-13 16:56:24,12.95
2015-02-13 18:52:05,12.99
2015-02-13 20:47:47,13.13
2015-02-13 22:43:28,12.65
2015-02-14 00:39:10,13.35
2015-02-14 02:34:51,13.34
2015-02-14 04:30:33,13.23
2015-02-14 06:26:14,13.29
2015-02-14 08:21:56,13.19
2015-02-14 10:17:37,13.89
2015-02-14 12:13:19,13.04
2015-02-14 14:09:00,12.95
2015-02-14 16:04:42,12.77
2015-02-14 18:00:23,12.66
2015-02-14 19:56:05,12.57
2015-02-14 21:51:46,12.72
2015-02-14 23:47:28,13.04
2015-02-15 01:43:09,13.23
2015-02-15 03:38:51,13.11
2015-02-15 05:34:32,12.79
2015-02-15 07:30:14,13.45
2015-02-15 09:25:55,13.39
2015-02-15 11:21:37,13.03
2015-02-15 13:17:18,12.83
2015-02-15 15:13:00,13.31
2015-02-15 17:08:41,13.17
2015-02-15 19:04:23,12.51
2015-02-15 21:00:04,13.06
2015-02-15 22:55:46,13.2
2015-02-16 00:51:27,12.75
2015-02-16 02:47:09,13.19
2015-02-16 04:42:51,12.53
2015-02-16 06:38:32,13.65
2015-02-16 08:34:14,13.61
2015-02-16 10:29:55,13.01
2015-02-16 12:25:37,13.26
2015-02-16 14:21:18,12.15
2015-02-16 16:17:00,12.65
2015-02-16 18:12:41,12.99
2015-02-16 20:08:23,12.68
2015-02-16 22:04:04,13.4
2015-02-16 23:59:46,13.91
2015-02-17 01:55:27,12.66
2015-02-17 03:51:09,12.79
2015-02-17 05:46:50,13.22
2015-02-17 07:42:32,13.77
2015-02-17 09:38:13,12.64
2015-02-17 11:33:55,13.23
2015-02-17 13:29:36,13.86
2015-02-17 15:25:18,12.47
2015-02-17 17:20:59,12.62
2015-02-17 19:16:41,12.96
2015-02-17 21:12:22,12.92
2015-02-17 23:08:04,13.45
2015-02-18 01:03:45,13.25
2015-02-18 02:59:27,12.44
2015-02-18 04:55:08,13.35
2015-02-18 06:50:50,12.92
2015-02-18 08:46:31,13.66
2015-02-18 10:42:13,12.9
2015-02-18 12:37:54,12.89
2015-02-18 14:33:36,13.36
2015-02-18 16:29:17,13.45
2015-02-18 18:24:59,13.33
2015-02-18 20:20:41,12.47
2015-02-18 22:16:22,13.36
2015-02-19 00:12:04,12.75
2015-02-19 02:07:45,13.26
2015-02-19 04:03:27,12.6
2015-02-19 05:59:08,13.35
2015-02-19 07:54:50,12.84
2015-02-19 09:50:31,12.65
2015-02-19 11:46:13,13.45
2015-02-19 13:41:54,13.26
2015-02-19 15:37:36,12.92
2015-02-19 17:33:17,13.75
2015-02-19 19:28:59,12.99
2015-02-19 21:24:40,13.18
2015-02-19 23:20:22,13.27
2015-02-20 01:16:03,12.94
2015-02-20 03:11:45,13.37
2015-02-20 05:07:26,12.97
2015-02-20 07:03:08,13.02
2015-02-20 08:58:49,13.73
2015-02-20 10:54:31,12.77
2015-02-20 12:50:12,12.22
2015-02-20 14:45:54,13.83
2015-02-20 16:41:35,14.2
2015-02-20 18:37:17,13.02
2015-02-20 20:32:58,12.41
2015-02-20 22:28:40,13.06
2015-02-21 00:24:21,13.09
2015-02-21 02:20:03,13.13
2015-02-21 04:15:44,12.76
2015-02-21 06:11:26,13.43
2015-02-21 08:07:07,13.41
2015-02-21 10:02:49,12.6
2015-02-21 11:58:31,13.48
2015-02-21 13:54:12,14.02
2015-02-21 15:49:54,13.27
2015-02-21 17:45:35,13.07
2015-02-21 19:41:17,13.15
2015-02-21 21:36:58,13.45
2015-02-21 23:32:40,12.51
2015-02-22 01:28:21,13.29
2015-02-22 03:24:03,13.06
2015-02-22 05:19:44,13.96
2015-02-22 07:15:26,13.15
2015-02-22 09:11:07,13.89
2015-02-22 11:06:49,12.78
2015-02-22 13:02:30,13.45
2015-02-22 14:58:12,13.35
2015-02-22 16:53:53,12.87
2015-02-22 18:49:35,13.29
2015-02-22 20:45:16,13.7
2015-02-22 22:40:58,13.09
2015-02-23 00:36:39,12.56
2015-02-23 02:32:21,13.23
2015-02-23 04:28:02,12.88
2015-02-23 06:23:44,13.1
2015-02-23 08:19:25,13.2
2015-02-23 10:15:07,12.55
2015-02-23 12:10:48,12.59
2015-02-23 14:06:30,13.43
2015-02-23 16:02:11,13.03
2015-02-23 17:57:53,12.21
2015-02-23 19:53:34,13.55
2015-02-23 21:49:16,13.35
2015-02-23 23:44:57,12.95
2015-02-24 01:40:39,12.73
2015-02-24 03:36:20,13.59
2015-02-24 05:32:02,13.39
2015-02-24 07:27:44,14.21
2015-02-24 09:23:25,13.42
2015-02-24 11:19:07,13.41
2015-02-24 13:14:48,13.19
2015-02-24 15:10:30,13.58
2015-02-24 17:06:11,13.5
2015-02-24 19:01:53,13.75
2015-02-24 20:57:34,13.04
2015-02-24 22:53:16,13.08
2015-02-25 00:48:57,13.08
2015-02-25 02:44:39,13.59
2015-02-25 04:40:20,13.87
2015-02-25 06:36:02,13.09
2015-02-25 08:31:43,13.1
2015-02-25 10:27:25,13.4
2015-02-25 12:23:06,13.17
2015-02-25 14:18:48,13.65
2015-02-25 16:14:29,12.37
2015-02-25 18:10:11,12.94
2015-02-25 20:05:52,12.96
2015-02-25 22:01:34,12.34
2015-02-25 23:57:15,12.88
2015-02-26 01:52:57,12.92
2015-02-26 03:48:38,13.2
2015-02-26 05:44:20,13.73
2015-02-26 07:40:01,13.19
2015-02-26 09:35:43,12.87
2015-02-26 11:31:24,13.26
2015-02-26 13:27:06,13.7
2015-02-26 15:22:47,12.89
2015-02-26 17:18:29,12.92
2015-02-26 19:14:10,13.51
2015-02-26 21:09:52,13.2
2015-02-26 23:05:34,13.54
2015-02-27 01:01:15,13.3
2015-02-27 02:56:57,13.58
2015-02-27 04:52:38,12.89
2015-02-27 06:48:20,13.3
2015-02-27 08:44:01,13.22
2015-02-27 10:39:43,12.81
2015-02-27 12:35:24,12.68
2015-02-27 14:31:06,13.58
2015-02-27 16:26:47,13.16
2015-02-27 18:22:29,12.89
2015-02-27 20:18:10,13.26
2015-02-27 22:13:52,13.75
2015-02-28 00:09:33,12.4
2015-02-28 02:05:15,12.72
2015-02-28 04:00:56,12.95
2015-02-28 05:56:38,13.9
2015-02-28 07:52:19,13.43
2015-02-28 09:48:01,13.62
2015-02-28 11:43:42,12.86
2015-02-28 13:39:24,12.87
2015-02-28 15:35:05,13.5
2015-02-28 17:30:47,13.34
2015-02-28 19:26:28,13.54
2015-02-28 21:22:10,13.24
2015-02-28 23:17:51,13.43
2015-03-01 01:13:33,13.39
2015-03-01 03:09:14,13.64
2015-03-01 05:04:56,13.65
2015-03-01 07:00:37,12.68
2015-03-01 08:56:19,12.43
2015-03-01 10:52:00,13.73
2015-03-01 12:47:42,13.81
2015-03-01 14:43:24,12.92
2015-03-01 16:39:05,12.59
2015-03-01 18:34:47,13.37
2015-03-01 20:30:28,13.7
2015-03-01 22:26:10,14.05
2015-03-02 00:21:51,13.55
2015-03-02 02:17:33,13.2
2015-03-02 04:13:14,12.99
2015-03-02 06:08:56,13.35
2015-03-02 08:04:37,13.23
2015-03-02 10:00:19,12.94
2015-03-02 11:56:00,14.16
2015-03-02 13:51:42,14.06
2015-03-02 15:47:23,13.8
2015-03-02 17:43:05,12.98
2015-03-02 19:38:46,13.69
2015-03-02 21:34:28,13.6
2015-03-02 23:30:09,13.52
2015-03-03 01:25:51,13.86
2015-03-03 03:21:32,13.61
2015-03-03 05:17:14,13.66
2015-03-03 07:12:55,13.61
2015-03-03 09:08:37,13.5
2015-03-03 11:04:18,12.65
2015-03-03 13:00:00,13.39
2015-03-03 14:55:41,13.14
2015-03-03 16:51:23,12.85
2015-03-03 18:47:04,14.03
2015-03-03 20:42:46,14.05
2015-03-03 22:38:27,13.9
2015-03-04 00:34:09,13.47
2015-03-04 02:29:50,13.91
2015-03-04 04:25:32,13.38
2015-03-04 06:21:13,13.45
2015-03-04 08:16:55,12.94
2015-03-04 10:12:37,13.53
2015-03-04 12:08:18,13.4
2015-03-04 14:04:00,12.85
2015-03-04 15:59:41,13.35
2015-03-04 17:55:23,13.34
2015-03-04 19:51:04,14.09
2015-03-04 21:46:46,13.73
2015-03-04 23:42:27,13.38
2015-03-05 01:38:09,13.49
2015-03-05 03:33:50,13.4
2015-03-05 05:29:32,13.3
2015-03-05 07:25:13,12.95
2015-03-05 09:20:55,13.33
2015-03-05 11:16:36,13.09
2015-03-05 13:12:18,12.89
2015-03-05 15:07:59,13.59
2015-03-05 17:03:41,13.54
2015-03-05 18:59:22,12.67
2015-03-05 20:55:04,13.34
2015-03-05 22:50:45,13.78
2015-03-06 00:46:27,13.82
2015-03-06 02:42:08,13.81
2015-03-06 04:37:50,13.41
2015-03-06 06:33:31,13.06
2015-03-06 08:29:13,12.97
2015-03-06 10:24:54,13.54
2015-03-06 12:20:36,13.55
2015-03-06 14:16:17,13.91
2015-03-06 16:11:59,13.84
2015-03-06 18:07:40,13.35
2015-03-06 20:03:22,12.9
2015-03-06 21:59:03,13.27
2015-03-06 23:54:45,13.49
2015-03-07 01:50:27,13.33
2015-03-07 03:46:08,13.18
2015-03-07 05:41:50,13.51
2015-03-07 07:37:31,13.21
2015-03-07 09:33:13,13.16
2015-03-07 11:28:54,13.54
2015-03-07 13:24:36,13.25
2015-03-07 15:20:17,13.51
2015-03-07 17:15:59,13.52
2015-03-07 19:11:40,12.96
