country,port,berth,cargo_category,cargo_type,max_draft,max_loa,max_beam
India,Gangavaram,General Cargo Berth 2,Dry Bulk,Bauxite,15.8,282.2,42.8
India,Haldia,LPG Terminal 8,Bulk Gases,LPG,10,202.1,31
India,Paradip,Coal Berth 6,Dry Bulk,Thermal Coal,14.8,299.7,45.4
India,Dhamra,General Cargo Berth 3,Dry Bulk,Fertilizer,14.5,242.4,37.9
India,Paradip,General Cargo Berth 1,Dry Bulk,Grain,14.4,297.2,45
India,Gangavaram,Coal Berth 6,Dry Bulk,Coal,17.6,342,48
India,Dhamra,General Cargo Berth 7,Dry Bulk,Fertilizer,14.6,234.7,38.5
India,Visakhapatnam,Multi Purpose Berth 8,Dry Bulk,Fertilizer,14.3,234.6,40.8
India,Visakhapatnam,Oil Handling Berth 2,Liquid Bulk,Petroleum Products,13.3,241.1,39.1
India,Sagar-Sandheads,Sagar Anchorage Berth 3,Dry Bulk,Coal,12.3,249.9,40.5
India,Gopalpur,Dry Bulk Berth 3,Dry Bulk,Iron Ore,13.8,238.7,35.3
India,Dhamra,Iron Ore Berth 6,Dry Bulk,Pellets,18.2,328.4,48.3
India,Paradip,Oil Jetty 6,Liquid Bulk,Petroleum Products,13.9,252.1,46.5
India,Haldia,Haldia Dock Complex 5,Dry Bulk,Fertilizer,10.2,232,32.3
India,Dhamra,LPG Berth 4,Bulk Gases,LPG,11.9,222.8,36.3
India,Haldia,LPG Terminal 6,Bulk Gases,LPG,10.4,204.6,32.8
India,Dhamra,Coal Berth 7,Dry Bulk,Thermal Coal,17.6,332.6,46.6
India,Visakhapatnam,Multi Purpose Berth 2,Dry Bulk,Grain,15.1,238.7,41
India,Gangavaram,Iron Ore Berth 3,Dry Bulk,Iron Ore,17.8,331.2,49.6
India,Paradip,Oil Jetty 1,Liquid Bulk,Crude Oil,13.9,257.9,45.5
India,Gopalpur,Dry Bulk Berth 4,Dry Bulk,Coal,14,244.5,34.4
India,Haldia,Oil Jetty 1,Liquid Bulk,Chemicals,10.7,223.8,35.2
India,Haldia,Oil Jetty 6,Liquid Bulk,Chemicals,10.8,224.7,36
India,Gangavaram,Coal Berth 7,Dry Bulk,Coal,18.1,328.2,47.9
India,Visakhapatnam,Oil Handling Berth 2,Liquid Bulk,Petroleum Products,14.2,241.4,38.8
India,Sagar-Sandheads,Liquid Bulk Terminal 8,Liquid Bulk,Crude Oil,14.3,249,41.5
India,Visakhapatnam,Multi Purpose Berth 6,Dry Bulk,Steel,15,246.9,40
India,Visakhapatnam,East Quay Berth 7,Dry Bulk,Steam Coal,14.5,243.4,41.7
India,Paradip,Coal Berth 7,Dry Bulk,Thermal Coal,14.2,296.7,46.7
India,Visakhapatnam,Multi Purpose Berth 4,Dry Bulk,Grain,14.6,236.9,39.7
India,Dhamra,Iron Ore Berth 4,Dry Bulk,Iron Ore,18.8,326.6,48
India,Gangavaram,General Cargo Berth 1,Dry Bulk,Limestone,16.2,296.1,41.9
India,Dhamra,General Cargo Berth 2,Dry Bulk,Grain,14.1,242.3,38.2
India,Gopalpur,Dry Bulk Berth 6,Dry Bulk,Coal,14,240.1,36.7
India,Gopalpur,Multipurpose Berth 6,Dry Bulk,Coal,14.2,235.7,36.8
India,Gangavaram,Iron Ore Berth 6,Dry Bulk,Iron Ore,17.9,330.6,47.4
India,Sagar-Sandheads,Sagar Anchorage Berth 5,Dry Bulk,Iron Ore,12.4,250.9,40.1
India,Gopalpur,Multipurpose Berth 2,Dry Bulk,Coal,14.6,243.3,35.2
India,Gangavaram,Iron Ore Berth 8,Dry Bulk,Iron Ore,18.3,320.5,48.8
India,Haldia,Oil Jetty 5,Liquid Bulk,Petroleum Products,10.9,217.3,35.9
India,Dhamra,LPG Berth 7,Bulk Gases,LPG,11.8,211.1,37.3
India,Sagar-Sandheads,Sagar Anchorage Berth 2,Dry Bulk,Iron Ore,11.4,255.9,42.1
India,Dhamra,General Cargo Berth 8,Dry Bulk,Grain,14.5,236.6,36.9
India,Visakhapatnam,Oil Handling Berth 5,Liquid Bulk,Crude Oil,14.5,235.7,40.4
India,Sagar-Sandheads,Liquid Bulk Terminal 7,Liquid Bulk,Petroleum Products,14.2,253.5,39.9
India,Gangavaram,General Cargo Berth 2,Dry Bulk,Bauxite,16.1,281.2,42.6
India,Dhamra,Coal Berth 1,Dry Bulk,Thermal Coal,18.1,330.7,48.2
India,Sagar-Sandheads,Sagar Anchorage Berth 4,Dry Bulk,Coal,11.7,255,40.1
India,Paradip,SPM Terminal 5,Liquid Bulk,Crude Oil,22.8,367.1,65.9
India,Sagar-Sandheads,Liquid Bulk Terminal 2,Liquid Bulk,Crude Oil,13.8,247.5,42.7
India,Sagar-Sandheads,Liquid Bulk Terminal 7,Liquid Bulk,Petroleum Products,14,250,41.2
India,Dhamra,General Cargo Berth 8,Dry Bulk,Grain,14.8,244.3,39.2
India,Gopalpur,Multipurpose Berth 2,Dry Bulk,Coal,13.9,241.8,35.6
India,Dhamra,LPG Berth 2,Bulk Gases,LPG,11.7,222.6,37.2
India,Visakhapatnam,East Quay Berth 2,Dry Bulk,Steam Coal,14.6,246.1,40.3
India,Paradip,General Cargo Berth 7,Dry Bulk,Fertilizer,14.5,311.3,47.5
India,Gopalpur,Dry Bulk Berth 6,Dry Bulk,Iron Ore,14.2,242.1,38.1
India,Dhamra,General Cargo Berth 6,Dry Bulk,Grain,14.4,243.6,36.9
India,Gopalpur,Dry Bulk Berth 4,Dry Bulk,Coal,14.2,245,37.1
India,Gopalpur,Dry Bulk Berth 6,Dry Bulk,Coal,14,235.7,38
India,Sagar-Sandheads,Liquid Bulk Terminal 2,Liquid Bulk,Crude Oil,14,249.8,42.5
India,Paradip,Iron Ore Berth 3,Dry Bulk,Iron Ore Pellets,16.3,297.1,46.1
India,Visakhapatnam,East Quay Berth 6,Dry Bulk,Steam Coal,14.2,245.1,38.5
India,Haldia,LPG Terminal 1,Bulk Gases,LPG,9.9,198.3,31.6
India,Dhamra,LPG Berth 3,Bulk Gases,LPG,11.9,218.7,36.2
India,Paradip,SPM Terminal 6,Liquid Bulk,Crude Oil,22.9,369.6,64.7
India,Sagar-Sandheads,Liquid Bulk Terminal 6,Liquid Bulk,Crude Oil,14.7,259.5,42.1
India,Haldia,Oil Jetty 8,Liquid Bulk,Petroleum Products,11.1,222.6,34.8
India,Sagar-Sandheads,Liquid Bulk Terminal 7,Liquid Bulk,Petroleum Products,13.9,255.3,43.3
India,Haldia,LPG Terminal 5,Bulk Gases,LPG,10.1,209,31.1
India,Haldia,Oil Jetty 1,Liquid Bulk,Petroleum Products,10.7,219.3,34.2
India,Haldia,Haldia Dock Complex 3,Dry Bulk,Fertilizer,10.9,232.5,32.4
India,Dhamra,Coal Berth 6,Dry Bulk,Thermal Coal,18.1,329.7,46.5
India,Dhamra,LPG Berth 1,Bulk Gases,LPG,12,219.5,35.7
India,Dhamra,Coal Berth 7,Dry Bulk,Thermal Coal,18.1,341.8,48.4
India,Paradip,Iron Ore Berth 3,Dry Bulk,Iron Ore,15.8,301,46.4
India,Gopalpur,Dry Bulk Berth 4,Dry Bulk,Iron Ore,13.5,242,35.8
India,Haldia,LPG Terminal 7,Bulk Gases,LPG,10.2,202.1,32.3
India,Visakhapatnam,Multi Purpose Berth 1,Dry Bulk,Steel,14.3,247.7,39.3
India,Gangavaram,Iron Ore Berth 1,Dry Bulk,Iron Ore,18.5,325.8,47.3
India,Gopalpur,Multipurpose Berth 8,Dry Bulk,Minerals,13.9,241.3,36.8
India,Sagar-Sandheads,Liquid Bulk Terminal 5,Liquid Bulk,Petroleum Products,14,247.8,43
India,Gangavaram,General Cargo Berth 6,Dry Bulk,Bauxite,15.9,273,42
India,Dhamra,Iron Ore Berth 1,Dry Bulk,Iron Ore,18.4,323.4,48
India,Gopalpur,Dry Bulk Berth 2,Dry Bulk,Coal,14.1,240.2,36.9
India,Gangavaram,Coal Berth 3,Dry Bulk,Coal,17.7,328.5,47.1
India,Visakhapatnam,Multi Purpose Berth 5,Dry Bulk,Fertilizer,14.7,245.3,39.7
India,Sagar-Sandheads,Sagar Anchorage Berth 3,Dry Bulk,Coal,12.4,244.8,39.7
India,Paradip,Iron Ore Berth 2,Dry Bulk,Iron Ore Pellets,15.7,300.8,45.5
India,Visakhapatnam,East Quay Berth 3,Dry Bulk,Steam Coal,14.3,236.3,38.6
India,Sagar-Sandheads,Sagar Anchorage Berth 2,Dry Bulk,Iron Ore,11.5,253.5,40
India,Gangavaram,Coal Berth 8,Dry Bulk,Coal,18.3,329.2,48.8
India,Visakhapatnam,East Quay Berth 7,Dry Bulk,Iron Ore,14.1,244.8,41.2
India,Haldia,Oil Jetty 5,Liquid Bulk,Chemicals,10.9,225.7,35.8
India,Sagar-Sandheads,Sagar Anchorage Berth 3,Dry Bulk,Coal,12.2,252.3,39.3
India,Visakhapatnam,East Quay Berth 8,Dry Bulk,Iron Ore,14.5,244.1,40.7
India,Gopalpur,Dry Bulk Berth 5,Dry Bulk,Coal,14.2,240.6,35.4
India,Dhamra,LPG Berth 1,Bulk Gases,LPG,12.1,222.5,35.8
India,Gangavaram,General Cargo Berth 6,Dry Bulk,Bauxite,15.8,287.1,42.1
India,Haldia,Haldia Dock Complex 3,Dry Bulk,Fertilizer,10.9,214.2,31.8
India,Sagar-Sandheads,Sagar Anchorage Berth 4,Dry Bulk,Iron Ore,12.1,252.6,41.5
India,Visakhapatnam,East Quay Berth 1,Dry Bulk,Steam Coal,14.8,240.6,41.2
India,Dhamra,Coal Berth 2,Dry Bulk,Coking Coal,18.5,331.4,47
India,Haldia,LPG Terminal 7,Bulk Gases,LPG,9.8,203.6,31.9
India,Haldia,Haldia Dock Complex 1,Dry Bulk,Coal,10.6,220.7,31.3
India,Gangavaram,General Cargo Berth 5,Dry Bulk,Limestone,16.1,279.3,42.5
India,Dhamra,LPG Berth 3,Bulk Gases,LPG,12.1,216.7,35.2
India,Gopalpur,Dry Bulk Berth 7,Dry Bulk,Iron Ore,14.3,233.2,36.7
India,Visakhapatnam,Multi Purpose Berth 7,Dry Bulk,Fertilizer,14.1,244.5,41.2
India,Gopalpur,Dry Bulk Berth 6,Dry Bulk,Coal,14,246.5,35.4
India,Haldia,LPG Terminal 8,Bulk Gases,LPG,10.2,198.6,31.4
India,Paradip,SPM Terminal 4,Liquid Bulk,Crude Oil,23.2,369.5,64.7
India,Gopalpur,Multipurpose Berth 3,Dry Bulk,Coal,13.9,241.2,34.8
India,Visakhapatnam,Oil Handling Berth 2,Liquid Bulk,Petroleum Products,14.2,238.9,38
India,Visakhapatnam,Oil Handling Berth 2,Liquid Bulk,Crude Oil,14,242.2,41.4
India,Gangavaram,Iron Ore Berth 1,Dry Bulk,Iron Ore,18,328.8,48.5
India,Haldia,LPG Terminal 6,Bulk Gases,LPG,10.1,201.6,33
India,Gopalpur,Dry Bulk Berth 3,Dry Bulk,Coal,14.3,244.6,36.4
India,Gopalpur,Dry Bulk Berth 1,Dry Bulk,Coal,14.2,237.4,36.1
India,Dhamra,Coal Berth 8,Dry Bulk,Coking Coal,17.8,347.6,48.1
India,Paradip,General Cargo Berth 2,Dry Bulk,Fertilizer,14.9,292.1,45
India,Haldia,LPG Terminal 6,Bulk Gases,LPG,9.9,198.8,31.5
India,Dhamra,General Cargo Berth 4,Dry Bulk,Fertilizer,14.4,237.1,39
India,Gangavaram,Iron Ore Berth 8,Dry Bulk,Iron Ore,18.4,332,50.5
India,Visakhapatnam,Multi Purpose Berth 2,Dry Bulk,Fertilizer,14.8,245.5,39.6
India,Gangavaram,General Cargo Berth 8,Dry Bulk,Bauxite,16.3,274.5,41.5
India,Dhamra,LPG Berth 8,Bulk Gases,LPG,11.9,223.6,35.4
India,Haldia,LPG Terminal 4,Bulk Gases,LPG,9.7,203.5,32.8
India,Visakhapatnam,Oil Handling Berth 5,Liquid Bulk,Crude Oil,13.8,227.3,41.3
India,Gangavaram,General Cargo Berth 8,Dry Bulk,Limestone,15.7,276.1,42.7
India,Paradip,Oil Jetty 4,Liquid Bulk,Crude Oil,14.3,261.6,44.7
India,Sagar-Sandheads,Liquid Bulk Terminal 6,Liquid Bulk,Crude Oil,14.9,250.6,42.9
India,Gangavaram,General Cargo Berth 7,Dry Bulk,Limestone,15.7,284.2,42.3
India,Sagar-Sandheads,Liquid Bulk Terminal 1,Liquid Bulk,Petroleum Products,14.5,242.1,43.4
India,Gopalpur,Multipurpose Berth 3,Dry Bulk,Coal,13.9,239.4,36.1
India,Paradip,Iron Ore Berth 2,Dry Bulk,Iron Ore,15.4,296.2,45.2
India,Paradip,Iron Ore Berth 2,Dry Bulk,Iron Ore Pellets,15.9,304.2,45.6
India,Haldia,Oil Jetty 4,Liquid Bulk,Petroleum Products,11.1,229.4,35.5
India,Dhamra,Iron Ore Berth 4,Dry Bulk,Pellets,18.6,325.4,48.5
India,Sagar-Sandheads,Sagar Anchorage Berth 6,Dry Bulk,Iron Ore,12.2,246.9,39.6
India,Gopalpur,Dry Bulk Berth 5,Dry Bulk,Iron Ore,13.7,237.4,35.5
India,Gangavaram,Coal Berth 8,Dry Bulk,Coal,18.2,329.2,47.9
India,Dhamra,General Cargo Berth 1,Dry Bulk,Grain,14.4,235.6,39.1
India,Paradip,Coal Berth 5,Dry Bulk,Thermal Coal,14.6,306.6,46.1
India,Paradip,Oil Jetty 5,Liquid Bulk,Petroleum Products,13.7,261.3,46
India,Dhamra,Coal Berth 4,Dry Bulk,Thermal Coal,18.5,322.9,48
India,Haldia,LPG Terminal 8,Bulk Gases,LPG,10.4,195.3,31.5
India,Gangavaram,General Cargo Berth 6,Dry Bulk,Bauxite,15.7,281.1,41.3
India,Paradip,Iron Ore Berth 4,Dry Bulk,Iron Ore,15.4,307.2,46.6
India,Gangavaram,Coal Berth 6,Dry Bulk,Coal,17.6,332.2,47.1
India,Paradip,Oil Jetty 8,Liquid Bulk,Petroleum Products,14.5,259.4,47.2
India,Gopalpur,Multipurpose Berth 5,Dry Bulk,Minerals,14.1,249,35.8
India,Visakhapatnam,Multi Purpose Berth 6,Dry Bulk,Steel,14.4,237.7,39.5
India,Dhamra,LPG Berth 6,Bulk Gases,LPG,12,217.2,34.7
India,Gopalpur,Dry Bulk Berth 8,Dry Bulk,Coal,14,248.1,37.2
India,Dhamra,LPG Berth 2,Bulk Gases,LPG,12,228,37.4
India,Visakhapatnam,Multi Purpose Berth 4,Dry Bulk,Steel,14.2,238.6,38.2
India,Visakhapatnam,East Quay Berth 4,Dry Bulk,Steam Coal,14.6,243.1,38.6
India,Gangavaram,Iron Ore Berth 3,Dry Bulk,Iron Ore,17.9,341.5,48.7
India,Paradip,Iron Ore Berth 8,Dry Bulk,Iron Ore Pellets,15.9,297,45.5
India,Sagar-Sandheads,Sagar Anchorage Berth 4,Dry Bulk,Iron Ore,11.8,245.9,39.2
India,Haldia,Oil Jetty 7,Liquid Bulk,Chemicals,11.3,220.4,35
India,Haldia,Oil Jetty 2,Liquid Bulk,Petroleum Products,10.9,229.6,34.4
India,Gangavaram,General Cargo Berth 8,Dry Bulk,Limestone,15.9,275.9,41.9
India,Dhamra,Iron Ore Berth 5,Dry Bulk,Iron Ore,18.2,338.5,46.2
India,Visakhapatnam,East Quay Berth 8,Dry Bulk,Iron Ore,14.9,233.7,41.2
India,Visakhapatnam,East Quay Berth 8,Dry Bulk,Steam Coal,14.6,231,39.2
India,Paradip,Iron Ore Berth 2,Dry Bulk,Iron Ore Pellets,15.9,302.8,46.5
India,Gopalpur,Dry Bulk Berth 7,Dry Bulk,Iron Ore,14.2,233.8,35.7
India,Gopalpur,Multipurpose Berth 1,Dry Bulk,Coal,14,248.5,35.5
India,Sagar-Sandheads,Liquid Bulk Terminal 1,Liquid Bulk,Crude Oil,14,243.6,42.6
India,Visakhapatnam,East Quay Berth 8,Dry Bulk,Iron Ore,14.6,235.5,40.1
India,Visakhapatnam,East Quay Berth 6,Dry Bulk,Steam Coal,14,242.2,40.3
India,Sagar-Sandheads,Liquid Bulk Terminal 8,Liquid Bulk,Crude Oil,13.9,243.8,42
India,Paradip,Iron Ore Berth 4,Dry Bulk,Iron Ore,16.2,285.8,46
India,Dhamra,Iron Ore Berth 3,Dry Bulk,Pellets,18.2,323.7,47.5
India,Gangavaram,Coal Berth 3,Dry Bulk,Coal,18.2,336.3,47.3
India,Visakhapatnam,East Quay Berth 8,Dry Bulk,Iron Ore,14.9,237.9,39.9
India,Paradip,General Cargo Berth 1,Dry Bulk,Fertilizer,14.6,298.7,45.2
India,Dhamra,Coal Berth 2,Dry Bulk,Thermal Coal,18.1,320.3,49.6
India,Dhamra,Iron Ore Berth 8,Dry Bulk,Iron Ore,18.4,322.5,48.4
India,Paradip,Oil Jetty 1,Liquid Bulk,Crude Oil,13.8,261.6,45
India,Dhamra,Coal Berth 1,Dry Bulk,Thermal Coal,17.7,333.9,47.6
India,Gangavaram,Coal Berth 3,Dry Bulk,Coal,18.3,337.2,47.4
India,Haldia,Oil Jetty 6,Liquid Bulk,Chemicals,11.2,216.9,34.9
India,Paradip,SPM Terminal 1,Liquid Bulk,Crude Oil,22.9,372.4,63.8
India,Paradip,Iron Ore Berth 5,Dry Bulk,Iron Ore,16.1,291.6,46.4
India,Gangavaram,General Cargo Berth 6,Dry Bulk,Bauxite,16.1,271.2,41.9
India,Paradip,SPM Terminal 6,Liquid Bulk,Crude Oil,23.3,364.9,65.8
India,Gangavaram,General Cargo Berth 7,Dry Bulk,Limestone,15.5,279.6,42.9
India,Gopalpur,Dry Bulk Berth 6,Dry Bulk,Coal,13.9,240.2,36
India,Sagar-Sandheads,Liquid Bulk Terminal 4,Liquid Bulk,Petroleum Products,14,247.8,42.3
India,Paradip,Iron Ore Berth 5,Dry Bulk,Iron Ore,15.7,304.1,47.6
India,Sagar-Sandheads,Sagar Anchorage Berth 7,Dry Bulk,Iron Ore,12,248.1,39.1
India,Paradip,Iron Ore Berth 7,Dry Bulk,Iron Ore Pellets,16,298.5,45.2
India,Paradip,Coal Berth 1,Dry Bulk,Coking Coal,14.3,302.5,47.3
India,Dhamra,Iron Ore Berth 5,Dry Bulk,Iron Ore,17.5,334.9,49.1
India,Gopalpur,Multipurpose Berth 3,Dry Bulk,Coal,14.3,236.4,36.6
India,Gangavaram,Iron Ore Berth 4,Dry Bulk,Iron Ore,18.2,332.1,49
India,Gangavaram,General Cargo Berth 8,Dry Bulk,Limestone,16.1,283.7,42.1
India,Visakhapatnam,Oil Handling Berth 3,Liquid Bulk,Crude Oil,13.8,233.1,38.9
India,Gopalpur,Multipurpose Berth 6,Dry Bulk,Minerals,13.8,243,37.6
India,Visakhapatnam,East Quay Berth 7,Dry Bulk,Iron Ore,14.2,242.1,39.9
India,Paradip,Iron Ore Berth 2,Dry Bulk,Iron Ore,16.8,296.7,45
India,Sagar-Sandheads,Sagar Anchorage Berth 1,Dry Bulk,Iron Ore,12.4,247.6,40.5
India,Haldia,LPG Terminal 6,Bulk Gases,LPG,10,199.3,31.8
India,Paradip,Coal Berth 3,Dry Bulk,Thermal Coal,14.5,311.3,46.3
India,Haldia,LPG Terminal 5,Bulk Gases,LPG,10.4,202.1,31.2
India,Gangavaram,General Cargo Berth 1,Dry Bulk,Limestone,15.9,283.2,42.6
India,Paradip,SPM Terminal 8,Liquid Bulk,Crude Oil,23.1,374.3,64.8
India,Gangavaram,Iron Ore Berth 8,Dry Bulk,Iron Ore,18.4,335.8,48.8
India,Dhamra,Coal Berth 6,Dry Bulk,Thermal Coal,17.7,327.4,48.4
India,Paradip,Iron Ore Berth 4,Dry Bulk,Iron Ore,15.9,298.3,44.5
India,Gangavaram,Coal Berth 6,Dry Bulk,Coal,17.7,325.1,48.1
India,Visakhapatnam,Multi Purpose Berth 6,Dry Bulk,Steel,14.6,236.4,40.7
India,Visakhapatnam,Multi Purpose Berth 8,Dry Bulk,Grain,15,234.3,40.8
India,Visakhapatnam,Multi Purpose Berth 3,Dry Bulk,Fertilizer,14.5,246.1,40.1
India,Gopalpur,Multipurpose Berth 3,Dry Bulk,Minerals,13.7,237.3,35
India,Dhamra,Coal Berth 4,Dry Bulk,Coking Coal,17.3,322.7,49.8
India,Visakhapatnam,Multi Purpose Berth 5,Dry Bulk,Fertilizer,14.7,236.6,40.8
India,Haldia,Haldia Dock Complex 3,Dry Bulk,Fertilizer,10.1,224.8,31
India,Visakhapatnam,Oil Handling Berth 2,Liquid Bulk,Petroleum Products,14.4,238.7,41
India,Visakhapatnam,Oil Handling Berth 2,Liquid Bulk,Crude Oil,14.5,239.2,39.7
India,Sagar-Sandheads,Sagar Anchorage Berth 8,Dry Bulk,Iron Ore,11.6,246.4,39.3
India,Gopalpur,Dry Bulk Berth 2,Dry Bulk,Coal,13.8,236.5,36.4
India,Gopalpur,Multipurpose Berth 5,Dry Bulk,Coal,14,246.4,34.9
India,Sagar-Sandheads,Sagar Anchorage Berth 8,Dry Bulk,Iron Ore,11.5,243.3,38.8
India,Gopalpur,Dry Bulk Berth 4,Dry Bulk,Iron Ore,13.9,239.3,35.6
India,Gangavaram,Coal Berth 5,Dry Bulk,Coal,18.6,331.5,48.9
India,Haldia,Oil Jetty 7,Liquid Bulk,Petroleum Products,10.8,227.8,34.4
India,Visakhapatnam,Multi Purpose Berth 6,Dry Bulk,Steel,14.9,242.7,39.7
India,Paradip,SPM Terminal 2,Liquid Bulk,Crude Oil,23.3,364.1,65.4
India,Paradip,Coal Berth 1,Dry Bulk,Coking Coal,14.6,297.3,45.3
India,Dhamra,Iron Ore Berth 6,Dry Bulk,Pellets,18.4,330.3,47.4
India,Paradip,General Cargo Berth 4,Dry Bulk,Coal,14.3,298.7,45.9
India,Visakhapatnam,Oil Handling Berth 6,Liquid Bulk,Crude Oil,14.2,238.4,38.9
India,Dhamra,LPG Berth 7,Bulk Gases,LPG,11.4,217.8,35.6
India,Haldia,LPG Terminal 8,Bulk Gases,LPG,9.7,197.8,33
India,Visakhapatnam,East Quay Berth 4,Dry Bulk,Steam Coal,14.1,243.7,39.4
India,Sagar-Sandheads,Liquid Bulk Terminal 4,Liquid Bulk,Crude Oil,14.3,247.1,42.7
India,Paradip,SPM Terminal 2,Liquid Bulk,Crude Oil,23.1,370.7,65.9
India,Paradip,SPM Terminal 4,Liquid Bulk,Crude Oil,23.1,362.1,64.6
India,Gopalpur,Multipurpose Berth 2,Dry Bulk,Coal,13.9,235.6,35.8
India,Gopalpur,Dry Bulk Berth 2,Dry Bulk,Coal,13.6,240.4,35.7
India,Sagar-Sandheads,Sagar Anchorage Berth 3,Dry Bulk,Coal,12.1,255.9,40.2
India,Sagar-Sandheads,Sagar Anchorage Berth 3,Dry Bulk,Coal,12.4,246.3,40.2
India,Visakhapatnam,East Quay Berth 3,Dry Bulk,Iron Ore,14.6,243.8,40.7
India,Visakhapatnam,Multi Purpose Berth 3,Dry Bulk,Fertilizer,14,238.5,40.1
India,Haldia,LPG Terminal 8,Bulk Gases,LPG,9.9,195.3,32.3
India,Haldia,LPG Terminal 6,Bulk Gases,LPG,10.1,197.5,32.4
India,Sagar-Sandheads,Sagar Anchorage Berth 2,Dry Bulk,Coal,12.2,254,39.8
India,Paradip,Iron Ore Berth 5,Dry Bulk,Iron Ore,16,307.3,45.6
India,Paradip,SPM Terminal 3,Liquid Bulk,Crude Oil,23.3,374.8,65.2
India,Sagar-Sandheads,Sagar Anchorage Berth 1,Dry Bulk,Iron Ore,11.9,251.4,41.4
India,Visakhapatnam,East Quay Berth 7,Dry Bulk,Iron Ore,14.7,232.9,40.2
India,Gopalpur,Dry Bulk Berth 7,Dry Bulk,Iron Ore,14.1,236.5,36.3
India,Gopalpur,Multipurpose Berth 4,Dry Bulk,Minerals,13.7,235.2,37.3
India,Dhamra,Iron Ore Berth 5,Dry Bulk,Iron Ore,18.2,331.6,46.8
India,Paradip,Coal Berth 3,Dry Bulk,Thermal Coal,14.3,290.6,45.9
India,Dhamra,Coal Berth 7,Dry Bulk,Thermal Coal,17.8,334.4,46.9
India,Haldia,Haldia Dock Complex 8,Dry Bulk,Iron Ore,10.5,225.8,32.2
India,Haldia,Oil Jetty 5,Liquid Bulk,Petroleum Products,11,220.1,34.3
India,Gopalpur,Dry Bulk Berth 1,Dry Bulk,Iron Ore,13.8,241.2,34.4
India,Paradip,Coal Berth 5,Dry Bulk,Thermal Coal,15,314.6,44.8
India,Dhamra,Coal Berth 7,Dry Bulk,Thermal Coal,18,325,48.2
India,Dhamra,Coal Berth 8,Dry Bulk,Coking Coal,18.2,330.5,47.3
India,Sagar-Sandheads,Sagar Anchorage Berth 5,Dry Bulk,Coal,12.3,249.3,39.7
India,Gopalpur,Multipurpose Berth 2,Dry Bulk,Iron Ore,14.5,246.6,36.8
India,Dhamra,LPG Berth 5,Bulk Gases,LPG,11.7,222.1,36.4
India,Haldia,Oil Jetty 1,Liquid Bulk,Petroleum Products,11.2,224.9,33.1
India,Sagar-Sandheads,Liquid Bulk Terminal 7,Liquid Bulk,Petroleum Products,13.9,247.5,40.8
India,Gangavaram,General Cargo Berth 4,Dry Bulk,Limestone,15.6,283.1,42.4
India,Paradip,General Cargo Berth 7,Dry Bulk,Fertilizer,14.7,306.5,46.6
India,Dhamra,Iron Ore Berth 3,Dry Bulk,Pellets,17.7,324.7,47.8
India,Dhamra,General Cargo Berth 4,Dry Bulk,Fertilizer,14.8,244.2,37.9
